Time,PresentPositionID0,PresentCurrentID0,PresentPositionID1,PresentCurrentID1,PresentPositionID2,PresentCurrentID2
100,168,81,249,57,344,20
101,572,24,664,24,764,12
102,964,23,996,31,1001,-74
103,1000,0,1001,0,1001,0
104,1000,0,1001,0,1000,0
105,1000,0,1000,1,1001,0
106,1000,0,1001,1,1001,0
107,1000,0,1001,0,1001,0
108,1001,0,1001,0,1001,0
109,1001,0,1001,0,1001,0
110,1000,0,1001,1,1001,0
111,1000,0,1001,0,1001,0
112,1000,0,1001,0,1001,0
113,1001,0,1001,0,1001,0
114,1001,0,1001,0,1001,0
115,1001,0,1001,1,1001,0
116,1000,0,1001,0,1001,0
117,1000,0,1001,0,1001,0
118,1001,0,1000,0,1001,0
119,1000,0,1001,0,1001,0
120,1001,0,1000,0,1001,0
121,1000,0,1000,0,1001,0
122,1000,0,1001,0,1001,0
123,1001,0,1001,0,1001,0
124,1000,0,1001,0,1001,0
125,1000,0,1000,0,1001,0
126,1000,0,1000,0,1001,0
127,1001,0,1001,0,1001,0
128,1000,0,1001,0,1000,0
129,1000,0,1001,0,1001,0
130,1001,0,1001,0,1001,0
131,1000,0,1001,0,1001,0
132,1000,0,1001,0,1001,0
133,1000,0,1000,0,1001,0
134,1000,0,1001,0,1001,0
135,1000,0,1001,0,1001,0
136,1000,0,1001,1,1001,0
137,1000,0,1000,0,1001,0
138,1000,0,1001,0,1001,0
139,1001,0,1000,0,1001,0
140,1000,0,1001,0,1001,0
141,1000,0,1000,0,1001,0
142,1000,0,1001,1,1001,0
143,1000,0,1001,1,1001,0
144,1001,0,1001,2,1001,0
145,1000,0,1001,1,1001,0
146,1000,0,1001,0,1001,0
147,1001,0,1000,0,1001,0
148,1000,0,1001,0,1001,0
149,1001,0,1001,0,1001,0
150,1000,0,1000,1,1001,0
151,1000,0,1000,0,1001,0
152,1001,0,1001,0,1001,0
153,1001,0,1000,0,1001,0
154,1001,0,1001,1,1001,0
155,1000,0,1000,0,1000,0
156,1001,0,1001,0,1001,0
157,1000,0,1001,1,1001,0
158,1000,0,1001,0,1001,0
159,1001,0,1000,1,1001,0
160,1001,0,1001,0,1001,0
161,1001,0,1001,1,1000,0
162,1000,0,1000,1,1001,0
163,1001,0,1000,0,1001,0
164,1000,0,1001,0,1001,0
165,1000,0,1001,0,1001,0
166,1000,0,1000,0,1001,0
167,1000,0,1001,1,1001,0
168,1000,0,1000,1,1001,0
169,1000,0,1000,0,1001,0
170,1001,0,1001,1,1001,0
171,1000,0,1001,0,1001,0
172,1000,0,1001,2,1001,0
173,1001,0,1001,1,1001,0
174,1000,0,1000,1,1001,0
175,1001,0,1001,0,1001,0
176,1000,0,1001,1,1000,0
177,1000,0,1001,1,1001,0
178,1000,0,1000,2,1001,0
179,1000,0,1000,1,1001,0
180,1000,0,1000,1,1001,0
181,1000,0,1000,0,1001,0
182,1000,0,1001,0,1001,0
183,1001,0,1001,0,1001,0
184,1001,0,1001,1,1001,0
185,1000,0,1000,2,1000,0
186,1001,0,1000,0,1001,0
187,1000,0,1001,2,1000,0
188,1000,0,1000,0,1001,0
189,1001,0,1000,1,1001,0
190,1000,0,1000,1,1001,0
191,1000,0,1000,2,1001,0
192,1000,0,1000,0,1001,0
193,1001,0,1000,3,1001,0
194,1000,0,1000,0,1001,0
195,1000,0,1001,1,1001,0
196,1000,0,1001,1,1001,0
197,1001,0,1000,1,1001,0
198,1000,0,1001,0,1001,0
199,1000,0,1000,1,1001,0
200,832,-84,745,-50,659,-34
201,427,-35,329,-32,232,-31
202,36,-24,3,-31,-1,71
203,-1,0,0,1,-1,0
204,-1,0,0,1,-1,0
205,0,0,0,1,-1,0
206,0,0,0,1,-1,0
207,0,0,0,1,-1,0
208,-1,0,0,2,0,0
209,-1,0,0,1,-1,0
210,0,0,0,2,-1,0
211,0,0,0,1,0,0
212,-1,0,-1,2,-1,0
213,0,0,0,1,-1,0
214,0,0,-1,2,0,0
215,0,0,0,2,-1,0
216,-1,0,0,1,-1,0
217,-1,0,0,1,-1,0
218,-1,0,0,1,-1,0
219,0,0,0,1,-1,0
220,-1,0,0,2,-1,0
221,-1,0,0,0,-1,0
222,0,0,0,1,-1,0
223,0,0,-1,2,-1,0
224,0,0,-1,0,-1,0
225,-1,0,0,0,-1,0
226,-1,0,0,1,0,0
227,-1,0,-1,2,-1,0
228,-1,0,0,2,0,0
229,0,0,0,2,-1,0
230,0,0,-1,1,-1,0
231,-1,0,0,1,0,0
232,-1,0,0,1,0,0
233,0,0,0,1,-1,0
234,0,0,0,1,-1,0
235,-1,0,0,2,-1,0
236,0,0,0,0,0,0
237,-1,0,0,1,-1,0
238,-1,0,0,2,-1,0
239,0,0,0,1,0,0
240,0,0,0,1,-1,0
241,-1,0,-1,1,-1,0
242,0,0,0,1,-1,0
243,0,0,0,1,0,0
244,-1,0,0,1,0,0
245,-1,0,0,0,-1,0
246,0,0,0,2,-1,0
247,0,0,0,2,-1,0
248,-1,0,0,1,-1,0
249,-1,0,-1,1,-1,0
250,0,0,0,2,-1,0
251,-1,0,-1,1,-1,0
252,0,0,0,2,-1,0
253,-1,0,0,1,-1,0
254,-1,0,0,1,0,0
255,-1,0,0,2,-1,0
256,-1,0,0,2,-1,0
257,-1,0,0,1,-1,0
258,0,0,0,1,0,0
259,-1,0,-1,2,-1,0
260,0,0,0,1,-1,0
261,0,0,0,1,-1,0
262,-1,0,0,1,-1,0
263,-1,0,0,2,-1,0
264,0,0,0,2,-1,0
265,-1,0,0,1,-1,0
266,0,0,0,2,-1,0
267,-1,0,0,1,-1,0
268,0,0,0,2,-1,0
269,-1,0,0,1,-1,0
270,0,0,0,2,-1,0
271,-1,0,0,1,0,0
272,-1,0,0,2,-1,0
273,-1,0,0,1,-1,0
274,0,0,0,1,-1,0
275,-1,0,0,1,-1,0
276,0,0,0,1,-1,0
277,0,0,0,2,-1,0
278,-1,0,0,1,-1,0
279,-1,0,0,1,-1,0
280,-1,0,0,1,-1,0
281,-1,0,0,2,0,0
282,-1,0,0,1,-1,0
283,-1,0,0,0,-1,0
284,-1,0,0,1,0,0
285,-1,0,0,0,0,0
286,-1,0,0,1,-1,0
287,0,0,0,1,0,0
288,-1,0,-1,1,-1,0
289,-1,0,0,1,-1,0
290,-1,0,0,2,0,0
291,-1,0,0,1,-1,0
292,-1,0,0,1,0,0
293,0,0,-1,1,-1,0
294,-1,0,0,1,-1,0
295,-1,0,0,1,-1,0
296,-1,0,0,1,-1,0
297,-1,0,0,1,-1,0
298,-1,0,0,2,-1,0
299,-1,0,-1,1,-1,0
